tweet_id,image_url,dog_urls,rating_numerator,rating_denominator,favorites,prediction,prediction_confident
670995969505435648,https://pbs.twimg.com/media/CU_bRIEWcAAUVC7.jpg,"https://twitter.com/dog_rates/status/670995969505435648/photo/1,https://twitter.com/dog_rates/status/670995969505435648/photo/1,https://twitter.com/dog_rates/status/670995969505435648/photo/1",12,10,1175,redbone,0.8662209999999999
670842764863651840,https://pbs.twimg.com/media/CU9P717W4AAOlKx.jpg,https://twitter.com/dog_rates/status/670842764863651840/photo/1,420,10,7989,microphone,0.0960627
670840546554966016,https://pbs.twimg.com/media/CU9N6upXAAAbtQe.jpg,https://twitter.com/dog_rates/status/670840546554966016/photo/1,10,10,634,shih-tzu,0.963622
670838202509447168,https://pbs.twimg.com/media/CU9LyIMWIAA6OOu.jpg,https://twitter.com/dog_rates/status/670838202509447168/photo/1,4,10,1189,flamingo,0.99271
670833812859932673,https://pbs.twimg.com/media/CU9HyzSWIAAVcte.jpg,https://twitter.com/dog_rates/status/670833812859932673/photo/1,7,10,474,pekinese,0.609853
670832455012716544,https://pbs.twimg.com/media/CU9GjzrUkAAWPh4.jpg,https://twitter.com/dog_rates/status/670832455012716544/photo/1,10,10,780,malinois,0.31760700000000003
670826280409919488,https://pbs.twimg.com/media/CU9A8ZuWsAAt_S1.jpg,https://twitter.com/dog_rates/status/670826280409919488/photo/1,2,10,5961,scorpion,0.927956
670823764196741120,https://pbs.twimg.com/media/CU8-puBWwAAR8Xl.jpg,https://twitter.com/dog_rates/status/670823764196741120/photo/1,12,10,824,labrador_retriever,0.947453
670822709593571328,https://pbs.twimg.com/media/CU89schWIAIHQmA.jpg,https://twitter.com/dog_rates/status/670822709593571328/photo/1,10,10,647,web_site,0.993887
670815497391357952,https://pbs.twimg.com/media/CU83IZ8W4AEIh4y.jpg,https://twitter.com/dog_rates/status/670815497391357952/photo/1,10,10,3410,american_staffordshire_terrier,0.919714
670811965569282048,https://pbs.twimg.com/media/CU8z65IUEAQBc4q.jpg,https://twitter.com/dog_rates/status/670811965569282048/photo/1,10,10,1202,basset,0.99409
670807719151067136,https://pbs.twimg.com/media/CU8v-rdXIAId12Z.jpg,"https://twitter.com/dog_rates/status/670807719151067136/photo/1,https://twitter.com/dog_rates/status/670807719151067136/photo/1,https://twitter.com/dog_rates/status/670807719151067136/photo/1",11,10,1234,old_english_sheepdog,0.958035
670804601705242624,https://pbs.twimg.com/media/CU8tOJZWUAAlNoF.jpg,https://twitter.com/dog_rates/status/670804601705242624/photo/1,10,10,2098,pomeranian,0.86856
670803562457407488,https://pbs.twimg.com/media/CU8sSAvXIAAB1Py.jpg,https://twitter.com/dog_rates/status/670803562457407488/photo/1,10,10,362,basenji,0.34410100000000005
670797304698376195,https://pbs.twimg.com/media/CU8mlhoVAAAteS5.jpg,https://twitter.com/dog_rates/status/670797304698376195/photo/1,11,10,780,pembroke,0.472197
670792680469889025,https://pbs.twimg.com/media/CU8iYi2WsAEaqQ0.jpg,https://twitter.com/dog_rates/status/670792680469889025/photo/1,7,10,889,brown_bear,0.882426
670789397210615808,https://pbs.twimg.com/media/CU8fZSQWoAEVp6O.jpg,https://twitter.com/dog_rates/status/670789397210615808/photo/1,9,10,700,beagle,0.295966
670786190031921152,https://pbs.twimg.com/media/CU8ceuxWUAALMEo.jpg,https://twitter.com/dog_rates/status/670786190031921152/photo/1,8,10,640,dingo,0.7771239999999999
670783437142401025,https://pbs.twimg.com/media/CU8Z-OxXAAA-sd2.jpg,https://twitter.com/dog_rates/status/670783437142401025/photo/1,1,10,872,lacewing,0.381955
670782429121134593,https://pbs.twimg.com/media/CU8ZDu9WwAADg3N.jpg,https://twitter.com/dog_rates/status/670782429121134593/photo/1,5,10,1691,chihuahua,0.952963
670780561024270336,https://pbs.twimg.com/media/CU8XW2dWwAA-Lmc.jpg,https://twitter.com/dog_rates/status/670780561024270336/photo/1,7,10,831,labrador_retriever,0.244889
670778058496974848,https://pbs.twimg.com/media/CU8VFhuVAAAQW8B.jpg,https://twitter.com/dog_rates/status/670778058496974848/photo/1,10,10,345,pug,0.776612
670764103623966721,https://pbs.twimg.com/media/CU8IY0pWIAA2AJ-.jpg,https://twitter.com/dog_rates/status/670764103623966721/photo/1,10,10,1154,norfolk_terrier,0.17285
670755717859713024,https://pbs.twimg.com/media/CU8AwZ_UsAA-Lbu.jpg,https://twitter.com/dog_rates/status/670755717859713024/photo/1,9,10,475,keeshond,0.994065
670733412878163972,https://pbs.twimg.com/media/CU7seitWwAArlVy.jpg,https://twitter.com/dog_rates/status/670733412878163972/photo/1,8,10,1030,dhole,0.350416
670727704916926465,https://pbs.twimg.com/media/CU7nSZEW4AA6r5u.jpg,https://twitter.com/dog_rates/status/670727704916926465/photo/1,10,10,887,wood_rabbit,0.368562
670717338665226240,https://pbs.twimg.com/media/CU7d2vKUcAAFZyI.jpg,https://twitter.com/dog_rates/status/670717338665226240/photo/1,12,10,1301,pomeranian,0.368161
670704688707301377,https://pbs.twimg.com/media/CU7SW39WwAAL8Rw.jpg,https://twitter.com/dog_rates/status/670704688707301377/photo/1,6,10,814,norwich_terrier,0.419838
670691627984359425,https://pbs.twimg.com/media/CU7GehOUYAA9nn-.jpg,https://twitter.com/dog_rates/status/670691627984359425/photo/1,8,10,632,shetland_sheepdog,0.07112439999999999
670679630144274432,https://pbs.twimg.com/media/CU67jGSUkAAk_1Y.jpg,https://twitter.com/dog_rates/status/670679630144274432/photo/1,8,10,799,ibizan_hound,0.34273400000000004
